2011-01-14,20110114.tiff,-2308509.0,545832.0,-1520496.8477854026,-270178.0
2011-01-15,20110115.tiff,-2313863.0,766045.0,-1599256.7187302923,-20849.0
2011-01-18,20110118.tiff,-2561620.0,1178833.0,-1849817.6812008577,504164.0
2011-01-23,20110123.tiff,-2274530.0,780604.0,-1518382.8937064272,-57239.0
2011-01-24,20110124.tiff,-2818386.0,420506.0,-2026355.7582250875,-438912.0000000001
2011-01-28,20110128.tiff,-2343930.0,2100347.0,-1772773.717551165,1354208.0
2011-01-29,20110129.tiff,-2298143.0,122610.0,-1464056.3846153845,-651899.0
2011-02-10,20110210.tiff,-2369749.0,1846581.0,-1860821.5635487624,1137499.0
2011-02-14,20110214.tiff,-1623154.0,2151016.0,-1017662.9269147511,1425847.0
2011-03-01,20110301.tiff,-2362536.0,1809939.0,-1853615.4878232488,1106109.0
2011-03-13,20110313.tiff,-1986772.0,2161146.0,-1364930.7004270898,1322300.0
2011-03-14,20110314.tiff,-863995.0,2056208.0,-253041.3376623377,1402827.0
2011-03-15,20110315.tiff,-2373786.0,1956229.0,-1837308.5866050809,1230308.0
2011-03-26,20110326.tiff,-2266489.0,616601.0,-1468512.908492823,-218589.0
2011-03-30,20110330.tiff,-1079787.0,2061558.0,-476543.52910832723,1387812.0
2012-10-09,20121009.tiff,-2547760.8821276766,2556313.0338335517,-1896320.055160925,1881002.040853478
2012-10-10,20121010.tiff,-2281664.9719464136,3262807.617524819,-1682987.4722409833,2633084.96756949
2012-11-11,20121111.tiff,-2989547.188864021,2366853.78351769,-2280050.4650442847,1637463.3547473713
2012-11-14,20121114.tiff,-3101350.3324806187,2225648.122741509,-2377288.0433936715,1483841.2475923123
2012-11-14,20121114.tiff,-2878293.1816940303,1806013.8434619056,-2162588.345210675,1074282.697721411
2012-12-24,20121224.tiff,-2361259.514230521,2937487.1584220864,-1636495.2565210732,2229900.540366646
2012-12-25,20121225.tiff,-2961251.7720993576,1861199.9168624338,-2238447.8226413564,1122125.2947535275
2012-12-27,20121227.tiff,-1075376.6658779394,1924418.6605156448,-359176.0712393522,1204032.1272583178
2013-01-14,20130114.tiff,-2548405.2729163426,1900856.9699525486,-1979917.659997547,1352944.3701687078
2013-01-27,20130127.tiff,-1801660.2051018924,2594887.732996843,-1097281.5546363452,1908599.6817509027
2013-01-31,20130131.tiff,-2891279.487884964,1860324.7708888748,-2328359.0241000503,1320034.2754973245
2013-02-04,20130204.tiff,-1328469.1652537999,1491051.6178507663,-641154.4542672168,812511.1372172035
2013-02-06,20130206.tiff,-897358.8629944001,2238602.4350844845,-177220.83713778039,1514539.5825505783
2013-02-06,20130206.tiff,-1136563.8046891263,1857224.2565899023,-422014.5544421744,1137571.0831269007
2013-02-11,20130211.tiff,-1951240.4046763855,2089461.6891056332,-1395256.2479788137,1504410.7506310265
 

